Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2022-03-31,AI,Tesla T4,Middle East,1176000.59,278,Cloud Providers,Business,39.22
2022-04-01,Data Center,Tesla T4,South America,1883019.72,4192,Gamers,Individual,50.61
2022-04-01,AI,RTX 3080,North America,274242.38,804,AI Researchers,Individual,54.77
2022-04-01,AI,RTX 3080,Africa,232688.58,696,Gamers,Business,68.79
2022-04-02,Gaming,RTX 4090,Africa,1267095.21,4479,Cloud Providers,Business,41.05
2022-04-02,Data Center,Tesla T4,Africa,781652.44,964,Educational Institutions,Individual,62.27
2022-04-02,Gaming,RTX 3080,North America,825595.86,4019,AI Researchers,Individual,41.43
2022-04-02,OEM,Tesla T4,APAC,1943554.26,3679,Educational Institutions,Business,56.7
2022-04-03,Gaming,Tesla T4,North America,569324.32,3783,Educational Institutions,Individual,66.46
2022-04-03,OEM,Tesla V100,Middle East,288372.68,314,Gamers,Business,43.2
2022-04-03,Data Center,RTX 4090,North America,1150684.67,4209,Cloud Providers,Business,46.45
2022-04-03,OEM,RTX 4090,North America,440239.27,4614,Gamers,Individual,55.74
2022-04-04,Gaming,Tesla T4,Middle East,1687256.6,1190,Educational Institutions,Individual,42.39
2022-04-04,Data Center,Tesla V100,North America,1563248.59,2800,Cloud Providers,Individual,62.5
2022-04-05,Data Center,RTX 4090,Africa,1883309.15,4707,Cloud Providers,Business,39.19
2022-04-05,OEM,Tesla V100,North America,1584335.07,606,Cloud Providers,Individual,56.74
2022-04-06,Gaming,Tesla V100,APAC,1195143.47,1836,AI Researchers,Individual,32.33
2022-04-06,AI,Tesla V100,Middle East,1714748.58,2839,Gamers,Individual,52.18
2022-04-06,OEM,RTX 3080,North America,591958.48,4153,AI Researchers,Individual,51.54
2022-04-07,OEM,Tesla T4,Middle East,177686.36,1559,AI Researchers,Business,51.96
2022-04-08,AI,Tesla T4,South America,1358512.3,2523,Gamers,Business,51.92
2022-04-08,Gaming,RTX 3080,North America,1161174.67,1489,Gamers,Business,37.54
2022-04-08,Gaming,RTX 4090,Europe,1227484.5,1107,Educational Institutions,Business,62.26
2022-04-08,Data Center,RTX 4090,Europe,1912742.76,1821,Gamers,Business,60.23
2022-04-08,Data Center,Tesla T4,Africa,1671107.26,3191,Educational Institutions,Business,33.47
2022-04-09,Gaming,Quadro P2200,South America,1028712.24,2166,AI Researchers,Individual,64.13
2022-04-10,OEM,Tesla V100,APAC,789856.74,2324,Cloud Providers,Individual,38.85
2022-04-10,Gaming,Tesla V100,Middle East,660763.68,224,Gamers,Business,69.02
2022-04-10,Data Center,RTX 4090,Middle East,1648866.5,2675,Cloud Providers,Individual,58.04
2022-04-10,Gaming,Tesla V100,South America,1695502.33,2951,Educational Institutions,Business,39.49
2022-04-11,Gaming,Quadro P2200,North America,1720394.43,1165,Educational Institutions,Business,62.38
2022-04-11,OEM,Tesla V100,South America,501027.56,4952,Educational Institutions,Individual,68.84
2022-04-11,Gaming,RTX 3080,APAC,1257013.83,3313,Gamers,Individual,64.96
2022-04-12,AI,Quadro P2200,South America,1280030.79,4032,Gamers,Business,38.94
2022-04-12,AI,Tesla T4,APAC,1896256.32,1682,Educational Institutions,Business,69.75
2022-04-12,Data Center,Quadro P2200,South America,1945368.2,1272,Gamers,Individual,37.94
2022-04-12,AI,RTX 3080,Africa,1107033.75,3323,Gamers,Individual,69.23
2022-04-12,AI,Tesla V100,APAC,949922.21,1599,Educational Institutions,Individual,61.84
2022-04-13,OEM,Quadro P2200,Middle East,1456845.08,2443,AI Researchers,Individual,38.42
2022-04-13,Data Center,Tesla T4,Middle East,1086358.86,3043,Gamers,Individual,39.31
2022-04-13,OEM,Quadro P2200,Europe,1843563.21,1939,Gamers,Individual,43.47
2022-04-14,Gaming,Quadro P2200,APAC,1272540.17,3496,AI Researchers,Individual,48.74
2022-04-15,Gaming,RTX 3080,Middle East,1094059.56,3594,Cloud Providers,Individual,63.71
2022-04-15,Gaming,Tesla V100,Middle East,1210145.93,2171,Educational Institutions,Business,42.47
2022-04-15,AI,Tesla T4,APAC,1272039.8,4472,Cloud Providers,Business,35.45
2022-04-15,Data Center,RTX 3080,APAC,1419749.68,2081,AI Researchers,Business,39.37
2022-04-15,AI,RTX 3080,South America,154360.67,1463,Gamers,Individual,63.16
2022-04-15,OEM,RTX 3080,Europe,1283686.99,754,Cloud Providers,Individual,32.75
2022-04-15,AI,RTX 4090,Middle East,655661.0,2981,AI Researchers,Business,63.98
2022-04-15,AI,Tesla T4,APAC,672120.34,3821,AI Researchers,Business,62.0
2022-04-16,OEM,RTX 3080,Europe,959567.7,2114,AI Researchers,Business,60.82
2022-04-16,AI,Tesla V100,North America,176856.6,586,Educational Institutions,Individual,52.06
2022-04-16,Gaming,RTX 3080,Europe,646613.89,1242,Educational Institutions,Individual,42.59
2022-04-17,Gaming,Tesla T4,APAC,1518259.73,1903,Gamers,Individual,54.91
2022-04-17,OEM,RTX 3080,APAC,1547679.89,1710,Cloud Providers,Individual,67.09
2022-04-17,AI,Tesla T4,APAC,91274.16,1798,Gamers,Individual,58.78
2022-04-18,Gaming,Tesla T4,Europe,1517636.93,3913,Gamers,Individual,38.56
2022-04-19,Data Center,Tesla V100,Europe,473887.98,3358,AI Researchers,Business,47.46
2022-04-19,Data Center,Quadro P2200,Europe,505456.96,3410,Educational Institutions,Business,35.94
2022-04-19,Gaming,Quadro P2200,Africa,1617942.18,2967,Educational Institutions,Business,46.9
2022-04-20,Data Center,Tesla T4,Europe,1465694.16,2963,AI Researchers,Business,39.44
2022-04-20,Data Center,RTX 4090,South America,1837047.99,3387,Educational Institutions,Business,39.9
2022-04-20,OEM,Tesla T4,Africa,313920.95,3154,AI Researchers,Individual,32.77
2022-04-20,AI,Quadro P2200,Africa,273628.61,4373,Educational Institutions,Business,47.47
2022-04-20,Data Center,Tesla V100,Middle East,1513296.64,4687,Educational Institutions,Business,65.74
2022-04-21,OEM,RTX 4090,South America,934270.59,4337,Cloud Providers,Business,46.3
2022-04-21,OEM,RTX 4090,APAC,1559201.43,2001,Educational Institutions,Individual,40.81
2022-04-21,AI,Tesla V100,Europe,1070084.45,3516,Educational Institutions,Individual,67.36
2022-04-22,Data Center,Quadro P2200,Middle East,1264614.84,1647,Educational Institutions,Business,50.3
2022-04-22,OEM,Tesla V100,Europe,813853.47,1168,Cloud Providers,Business,49.5
2022-04-22,Gaming,Quadro P2200,North America,419743.01,2264,AI Researchers,Individual,58.92
2022-04-22,AI,RTX 3080,Middle East,463457.36,177,Cloud Providers,Business,68.39
2022-04-22,Gaming,Quadro P2200,South America,303781.63,3316,Educational Institutions,Individual,50.58
2022-04-23,Data Center,Quadro P2200,North America,1358460.72,3551,AI Researchers,Business,47.42
2022-04-23,Data Center,Tesla T4,Middle East,408122.43,4760,Cloud Providers,Business,56.72
2022-04-24,Data Center,Tesla T4,Africa,1589581.18,4656,AI Researchers,Business,40.96
2022-04-24,Gaming,RTX 3080,Middle East,1634912.06,3981,Educational Institutions,Business,41.2
2022-04-24,OEM,Tesla V100,Middle East,1789544.36,3061,Gamers,Individual,64.96
2022-04-24,AI,Quadro P2200,Africa,572975.06,622,Gamers,Business,63.47
2022-04-24,Gaming,RTX 4090,APAC,525747.24,452,Educational Institutions,Individual,45.02
2022-04-25,AI,Tesla V100,Middle East,1332727.82,3189,AI Researchers,Individual,60.64
2022-04-25,Gaming,Tesla T4,Europe,76461.61,2235,Cloud Providers,Individual,32.81
2022-04-25,OEM,RTX 4090,Europe,1931025.15,2023,Gamers,Business,63.17
2022-04-25,OEM,RTX 4090,APAC,421016.51,4422,Educational Institutions,Business,47.15
2022-04-26,Gaming,Tesla V100,South America,377610.24,1802,Educational Institutions,Individual,53.4
2022-04-26,Data Center,RTX 4090,South America,496354.54,4556,Cloud Providers,Individual,60.63
2022-04-26,AI,RTX 4090,South America,1667489.85,2297,AI Researchers,Business,49.3
2022-04-27,Data Center,Tesla T4,Middle East,263863.23,2729,Cloud Providers,Individual,38.41
2022-04-27,AI,Quadro P2200,North America,1173852.84,3001,AI Researchers,Individual,31.27
2022-04-27,Data Center,RTX 3080,South America,288663.0,1143,AI Researchers,Business,62.18
2022-04-27,OEM,Tesla V100,Middle East,688541.91,2224,AI Researchers,Individual,37.23
2022-04-28,AI,Quadro P2200,Europe,1948938.02,1884,Gamers,Business,44.77
2022-04-28,Gaming,Tesla T4,North America,906525.22,1441,AI Researchers,Business,48.99
2022-04-28,Data Center,RTX 3080,Middle East,1492682.94,3294,Educational Institutions,Business,67.14
2022-04-28,Data Center,Tesla V100,Europe,1664622.68,1122,AI Researchers,Business,41.01
2022-04-28,OEM,Quadro P2200,Europe,1649506.46,1835,Gamers,Business,66.93
2022-04-28,OEM,Tesla V100,South America,648982.7,1303,Educational Institutions,Individual,53.7
2022-04-28,AI,Quadro P2200,APAC,1075772.64,2661,Educational Institutions,Individual,57.12
2022-04-29,Gaming,RTX 4090,South America,312466.81,1045,Cloud Providers,Business,40.53
2022-04-29,AI,RTX 4090,South America,1012478.58,1066,AI Researchers,Business,35.34
2022-04-30,Data Center,RTX 4090,APAC,153464.06,3487,Educational Institutions,Business,37.91
2022-04-30,Gaming,Tesla V100,North America,873628.11,1860,AI Researchers,Individual,36.36
2022-04-30,Gaming,Quadro P2200,Africa,1398988.88,3118,AI Researchers,Individual,63.68
2022-04-30,OEM,RTX 4090,North America,1607751.48,2987,Cloud Providers,Individual,43.37
2022-05-01,OEM,Tesla T4,South America,1047758.21,2503,AI Researchers,Business,38.41
2022-05-01,OEM,RTX 3080,Europe,862101.85,1588,AI Researchers,Business,34.85
2022-05-01,Data Center,Tesla T4,North America,1569104.62,1644,AI Researchers,Business,58.7
2022-05-01,Gaming,Tesla V100,Middle East,547389.89,3912,Cloud Providers,Business,62.88
2022-05-01,OEM,Tesla T4,Africa,511853.84,4995,AI Researchers,Individual,62.44
2022-05-03,OEM,Tesla V100,Middle East,105907.75,4013,Gamers,Individual,55.41
2022-05-03,OEM,Quadro P2200,Middle East,1918198.27,2757,Educational Institutions,Business,67.22
2022-05-03,Gaming,RTX 4090,Middle East,1420854.06,4172,Cloud Providers,Business,51.99
2022-05-04,AI,Quadro P2200,Africa,1758302.03,4954,Gamers,Individual,53.72
2022-05-04,Data Center,RTX 4090,APAC,994675.82,173,Educational Institutions,Business,46.5
2022-05-05,Data Center,Tesla T4,Africa,1993153.62,3530,AI Researchers,Individual,41.58
2022-05-05,OEM,Tesla T4,Middle East,1155854.02,1354,Gamers,Individual,34.82
2022-05-05,AI,RTX 4090,North America,107690.63,3841,Gamers,Business,50.1
2022-05-05,AI,RTX 4090,South America,51887.59,3754,Cloud Providers,Business,58.96
2022-05-05,AI,Tesla V100,North America,987704.09,3815,Educational Institutions,Individual,30.02
2022-05-05,Gaming,Quadro P2200,Africa,885360.55,2692,AI Researchers,Individual,68.43
2022-05-05,OEM,RTX 3080,North America,510310.33,3644,Educational Institutions,Business,59.78
2022-05-06,OEM,RTX 3080,Europe,1519611.34,4565,Gamers,Business,54.25
2022-05-06,OEM,RTX 4090,Europe,456858.73,885,Gamers,Business,32.68
2022-05-06,Data Center,Quadro P2200,Africa,1312677.24,4714,Cloud Providers,Individual,33.22
2022-05-06,OEM,Tesla T4,Europe,1698611.95,1911,Gamers,Individual,54.92
2022-05-06,OEM,Tesla V100,APAC,344894.19,609,Educational Institutions,Business,43.21
2022-05-07,AI,Tesla T4,North America,1913272.69,3856,Educational Institutions,Business,55.13
2022-05-07,Gaming,Tesla T4,South America,300259.5,1585,Educational Institutions,Business,33.92
2022-05-08,Data Center,RTX 4090,Africa,725969.54,4016,Educational Institutions,Individual,47.48
2022-05-08,AI,RTX 4090,Africa,1704103.73,2972,Cloud Providers,Individual,44.45
2022-05-08,Data Center,RTX 3080,North America,1633266.64,167,Gamers,Individual,59.01
2022-05-08,AI,RTX 3080,Middle East,749092.09,4918,Gamers,Individual,40.81
2022-05-08,Data Center,RTX 3080,South America,103675.99,2861,Educational Institutions,Business,55.85
2022-05-08,AI,Tesla V100,North America,1226342.05,3904,AI Researchers,Business,48.33
2022-05-08,Data Center,RTX 3080,Europe,410028.37,4927,AI Researchers,Business,57.36
2022-05-09,Data Center,Tesla T4,North America,1422547.96,855,Cloud Providers,Business,64.96
2022-05-09,OEM,Tesla T4,APAC,89706.34,3521,AI Researchers,Individual,31.07
2022-05-09,OEM,Tesla T4,Africa,713704.99,2585,AI Researchers,Business,54.65
2022-05-09,Data Center,Tesla T4,APAC,954109.24,1923,Gamers,Business,31.58
2022-05-10,Data Center,Quadro P2200,APAC,1195410.28,2431,Educational Institutions,Individual,49.96
2022-05-10,Data Center,RTX 4090,North America,1641110.38,2161,Gamers,Individual,68.15
2022-05-10,Gaming,RTX 3080,Middle East,682103.2,2677,Gamers,Individual,46.01
2022-05-10,Data Center,RTX 3080,North America,1894184.07,1100,AI Researchers,Individual,47.54
2022-05-11,OEM,RTX 3080,Africa,818355.98,1033,Cloud Providers,Individual,38.69
2022-05-11,AI,Tesla T4,APAC,1807161.55,1294,Cloud Providers,Individual,66.14
2022-05-11,Gaming,RTX 3080,APAC,507538.4,3234,Gamers,Business,61.78
2022-05-11,Gaming,Quadro P2200,Europe,1556942.51,1435,Educational Institutions,Business,36.2
2022-05-11,OEM,Quadro P2200,Africa,1504900.62,3127,Cloud Providers,Individual,32.47
2022-05-11,OEM,Quadro P2200,Middle East,1821512.86,3997,Cloud Providers,Business,44.24
2022-05-12,Gaming,Tesla T4,Africa,701000.09,1561,Gamers,Individual,30.3
2022-05-12,Gaming,RTX 4090,APAC,1619046.97,626,Cloud Providers,Business,59.55
2022-05-12,Data Center,Quadro P2200,Europe,54909.82,690,AI Researchers,Individual,55.24
2022-05-12,AI,RTX 3080,Africa,1386467.79,2467,AI Researchers,Individual,34.45
2022-05-13,OEM,RTX 3080,Middle East,547086.19,1365,Cloud Providers,Individual,54.09
2022-05-13,Gaming,RTX 3080,Africa,1569946.3,305,Cloud Providers,Business,54.77
2022-05-13,Data Center,Quadro P2200,South America,1918133.43,958,AI Researchers,Business,33.54
2022-05-14,Gaming,RTX 4090,South America,771178.91,2421,Cloud Providers,Business,31.23
2022-05-14,Data Center,Tesla T4,APAC,1146883.14,487,Gamers,Individual,53.78
2022-05-14,Data Center,Tesla V100,Middle East,1516968.02,616,Educational Institutions,Business,64.8
2022-05-14,AI,Quadro P2200,Europe,1392954.97,2996,AI Researchers,Individual,38.53
2022-05-15,Gaming,RTX 4090,North America,1117715.86,2982,Gamers,Individual,47.62
2022-05-15,Gaming,RTX 4090,Europe,994714.06,3544,Educational Institutions,Business,32.66
2022-05-15,Gaming,Tesla V100,APAC,556280.87,2946,AI Researchers,Business,68.5
2022-05-16,Data Center,RTX 4090,Europe,1181280.74,3920,Gamers,Individual,55.18
2022-05-16,Gaming,RTX 3080,Europe,1486524.85,2450,Gamers,Business,49.22
2022-05-16,Data Center,RTX 4090,Africa,533829.35,1029,Cloud Providers,Business,51.96
2022-05-16,Gaming,Tesla T4,Africa,72751.81,226,Gamers,Business,64.49
2022-05-16,Data Center,Quadro P2200,Africa,809133.66,1403,Gamers,Individual,66.17
2022-05-16,Gaming,Quadro P2200,APAC,1382210.22,2201,Educational Institutions,Business,37.18
2022-05-17,Gaming,RTX 3080,Middle East,1421062.6,4697,Educational Institutions,Individual,31.77
2022-05-17,Gaming,RTX 3080,Africa,1983655.09,3852,Cloud Providers,Individual,38.4
2022-05-18,Gaming,RTX 3080,APAC,1060914.86,549,Educational Institutions,Business,33.81
2022-05-18,AI,RTX 3080,Africa,1656088.26,4055,Cloud Providers,Business,63.37
2022-05-18,OEM,Quadro P2200,Africa,712593.1,4724,Educational Institutions,Business,37.5
2022-05-18,AI,RTX 3080,Europe,1950927.29,4969,Educational Institutions,Business,60.28
2022-05-18,Data Center,Tesla V100,APAC,787472.61,2476,Educational Institutions,Business,56.92
2022-05-19,Gaming,Quadro P2200,Middle East,955792.94,1358,AI Researchers,Business,35.0
2022-05-19,Gaming,Tesla V100,South America,1641725.41,3951,Educational Institutions,Individual,57.79
2022-05-19,Data Center,RTX 3080,Middle East,1140924.05,169,Educational Institutions,Individual,37.98
2022-05-19,Data Center,RTX 3080,Middle East,1931136.23,3825,AI Researchers,Individual,45.47
2022-05-20,Gaming,Quadro P2200,Africa,551004.16,1288,Educational Institutions,Individual,36.84
2022-05-20,Data Center,Tesla T4,Africa,1649969.32,3419,Cloud Providers,Individual,44.17
2022-05-20,Data Center,Quadro P2200,Middle East,460374.58,2572,AI Researchers,Individual,59.83
2022-05-21,Gaming,RTX 4090,North America,880544.68,2172,AI Researchers,Individual,35.82
2022-05-21,OEM,Tesla V100,Europe,1549614.64,2698,Educational Institutions,Individual,64.6
2022-05-22,AI,Quadro P2200,APAC,1286500.07,3058,Cloud Providers,Business,39.68
2022-05-22,Gaming,Quadro P2200,Europe,1952323.07,2645,Gamers,Individual,31.5
2022-05-22,Data Center,RTX 3080,South America,694042.13,3089,Educational Institutions,Business,43.02
2022-05-22,Gaming,RTX 3080,Africa,1036313.69,1162,Gamers,Business,60.11
2022-05-23,Gaming,RTX 4090,South America,837482.92,3550,Educational Institutions,Business,52.24
2022-05-23,Data Center,Tesla T4,North America,1507033.26,1304,Educational Institutions,Individual,58.42
2022-05-24,OEM,Quadro P2200,North America,299076.82,316,Educational Institutions,Individual,34.47
2022-05-24,AI,Tesla T4,APAC,66900.16,4446,Cloud Providers,Business,37.03
2022-05-24,OEM,RTX 3080,Africa,1737283.51,4354,Educational Institutions,Business,43.31
2022-05-25,Data Center,RTX 3080,North America,1681855.82,4627,Cloud Providers,Business,41.84
2022-05-25,Data Center,Tesla T4,Africa,1498004.56,612,AI Researchers,Individual,34.18
2022-05-25,Gaming,Tesla T4,Middle East,1579596.25,595,AI Researchers,Individual,56.28
2022-05-26,AI,Tesla V100,South America,1537638.08,597,Educational Institutions,Business,52.35
2022-05-26,AI,Tesla T4,Europe,810204.17,3682,Cloud Providers,Business,48.1
2022-05-27,AI,RTX 4090,South America,1507486.21,4787,Cloud Providers,Business,31.08
2022-05-27,Gaming,Quadro P2200,APAC,1924203.59,4729,Cloud Providers,Individual,37.16
2022-05-28,Data Center,Quadro P2200,South America,771887.06,4567,Cloud Providers,Individual,65.06
2022-05-28,OEM,RTX 4090,South America,446425.25,4126,Cloud Providers,Business,53.51
2022-05-28,AI,Tesla V100,Europe,380373.05,4374,AI Researchers,Business,58.18
2022-05-29,Data Center,RTX 4090,APAC,1809366.1,1045,Cloud Providers,Business,37.53
2022-05-29,Gaming,Tesla T4,APAC,308461.2,4561,Cloud Providers,Individual,66.49
2022-05-30,Data Center,Quadro P2200,Europe,716107.47,3038,Gamers,Individual,38.28
2022-05-30,OEM,Tesla T4,Middle East,280992.31,2431,AI Researchers,Individual,36.57
2022-05-31,Gaming,RTX 3080,Middle East,117470.29,3095,AI Researchers,Individual,38.75
2022-05-31,AI,RTX 4090,North America,1867659.44,1204,Educational Institutions,Individual,55.5
2022-05-31,OEM,Quadro P2200,Africa,1734302.24,507,Educational Institutions,Business,57.05
2022-06-01,Gaming,Tesla T4,Europe,1078411.95,3897,AI Researchers,Individual,55.57
2022-06-02,Data Center,Quadro P2200,Europe,883350.23,1243,Gamers,Business,67.11
2022-06-02,OEM,Tesla T4,South America,1394187.53,2451,Gamers,Individual,40.05
2022-06-03,Gaming,RTX 3080,South America,1051825.72,4059,Gamers,Individual,48.34
2022-06-03,Data Center,Quadro P2200,Africa,1723919.34,4663,Educational Institutions,Individual,32.45
2022-06-03,OEM,RTX 4090,South America,1704486.63,3365,Cloud Providers,Business,67.26
2022-06-03,AI,RTX 3080,APAC,343657.93,2626,AI Researchers,Business,60.78
2022-06-04,Gaming,RTX 3080,Middle East,1747809.83,3704,Educational Institutions,Individual,61.16
2022-06-05,Data Center,Quadro P2200,APAC,752059.29,4289,Educational Institutions,Individual,67.53
2022-06-05,AI,RTX 4090,Europe,753813.25,1568,Educational Institutions,Individual,36.5
2022-06-05,Data Center,Tesla V100,South America,1961763.92,4188,Gamers,Business,48.3
2022-06-06,AI,RTX 3080,Middle East,1703459.06,4985,Educational Institutions,Business,58.84
2022-06-06,Gaming,Quadro P2200,South America,663477.93,3050,Cloud Providers,Business,32.62
2022-06-06,OEM,Tesla T4,North America,507156.14,4317,Gamers,Business,61.96
2022-06-06,AI,Quadro P2200,South America,1276666.42,784,Gamers,Individual,31.23
2022-06-07,Gaming,RTX 3080,North America,766833.52,3627,Educational Institutions,Individual,53.41
2022-06-07,Gaming,Quadro P2200,Africa,1031797.74,135,Cloud Providers,Individual,48.37
2022-06-07,AI,Tesla T4,South America,1524383.06,4846,AI Researchers,Individual,33.62
2022-06-07,Gaming,RTX 3080,Europe,1168998.89,590,Cloud Providers,Individual,68.24
2022-06-07,OEM,Tesla T4,Europe,365094.01,4951,Cloud Providers,Business,69.62
2022-06-08,Gaming,Quadro P2200,North America,598911.45,2953,Cloud Providers,Individual,55.59
2022-06-08,OEM,Quadro P2200,South America,1475150.21,1707,Gamers,Business,32.62
2022-06-08,OEM,RTX 4090,Europe,1460567.33,3520,Educational Institutions,Individual,60.59
2022-06-09,AI,Tesla T4,North America,545313.27,1930,Gamers,Individual,51.55
2022-06-09,OEM,Quadro P2200,Africa,1339822.82,1265,Cloud Providers,Business,65.75
2022-06-09,Gaming,RTX 4090,Europe,1805613.45,4430,AI Researchers,Business,50.66
2022-06-10,OEM,RTX 3080,Middle East,1905303.2,1804,Gamers,Business,43.06
2022-06-10,AI,Quadro P2200,North America,817561.56,324,Gamers,Business,66.18
2022-06-10,OEM,Quadro P2200,Africa,901070.37,3412,Cloud Providers,Individual,60.66
2022-06-11,Gaming,Tesla V100,Europe,1833470.93,2545,Cloud Providers,Individual,34.33
2022-06-12,Gaming,RTX 4090,Europe,766368.0,1450,Gamers,Business,63.57
2022-06-12,AI,Quadro P2200,North America,280314.59,1982,Gamers,Individual,50.52
2022-06-12,Gaming,RTX 3080,North America,1020458.12,4632,AI Researchers,Individual,45.26
2022-06-12,Gaming,RTX 3080,APAC,1395330.84,2069,AI Researchers,Individual,31.48
2022-06-12,Gaming,RTX 3080,Europe,589638.44,1261,Educational Institutions,Business,67.98
2022-06-12,Gaming,RTX 4090,Europe,483951.95,971,Cloud Providers,Individual,53.63
2022-06-13,OEM,RTX 4090,Africa,1088086.27,3652,Educational Institutions,Business,30.58
2022-06-13,AI,Tesla V100,APAC,1134838.52,4150,Cloud Providers,Business,51.92
2022-06-13,AI,RTX 4090,APAC,196986.9,4657,Educational Institutions,Individual,48.9
2022-06-13,OEM,Quadro P2200,Africa,1978744.12,384,Educational Institutions,Individual,33.58
2022-06-13,Data Center,Tesla V100,South America,1837944.99,4028,AI Researchers,Individual,60.71
2022-06-14,Data Center,Tesla T4,APAC,923361.85,2950,Educational Institutions,Individual,52.5
2022-06-14,AI,Quadro P2200,Europe,527845.02,2086,Cloud Providers,Individual,68.22
2022-06-14,Gaming,Quadro P2200,APAC,1609220.24,3180,Gamers,Business,54.51
2022-06-14,OEM,Quadro P2200,Middle East,1773189.19,1531,Educational Institutions,Business,64.82
2022-06-14,Gaming,Quadro P2200,APAC,1720347.26,1370,AI Researchers,Individual,64.86
2022-06-15,Gaming,Quadro P2200,Europe,123297.8,1099,AI Researchers,Business,51.47
2022-06-15,Data Center,Tesla V100,South America,379008.47,4791,Gamers,Business,51.83
2022-06-15,Data Center,RTX 3080,Middle East,388483.28,1392,Educational Institutions,Business,53.28
2022-06-15,Data Center,Quadro P2200,Africa,239959.52,4893,Cloud Providers,Business,68.36
2022-06-15,AI,Quadro P2200,Africa,464084.11,3075,Educational Institutions,Individual,67.02
2022-06-16,Data Center,RTX 3080,Africa,352599.05,4632,Cloud Providers,Individual,69.65
2022-06-16,AI,RTX 3080,Middle East,1669768.71,1116,Educational Institutions,Individual,65.17
2022-06-16,OEM,Quadro P2200,APAC,1178122.84,793,AI Researchers,Business,59.31
2022-06-16,AI,RTX 3080,North America,1946901.26,2627,AI Researchers,Business,36.35
2022-06-16,AI,RTX 3080,Africa,1414191.0,3385,Gamers,Business,55.27
2022-06-17,AI,RTX 4090,Africa,197304.07,1781,Educational Institutions,Business,30.53
2022-06-17,AI,RTX 4090,APAC,842375.25,2215,Educational Institutions,Business,60.53
2022-06-17,OEM,Quadro P2200,APAC,664515.63,2154,Cloud Providers,Business,59.77
2022-06-17,Data Center,Tesla V100,North America,1535436.94,2844,Gamers,Individual,48.6
2022-06-17,AI,RTX 3080,Europe,1673211.81,2405,AI Researchers,Business,65.18
2022-06-18,Data Center,Quadro P2200,APAC,934689.37,727,AI Researchers,Individual,46.19
2022-06-18,Gaming,RTX 3080,Middle East,722622.96,2611,Cloud Providers,Business,55.88
2022-06-18,OEM,RTX 4090,North America,708705.7,1310,Cloud Providers,Business,69.88
2022-06-19,Data Center,RTX 3080,Middle East,1578452.24,710,Gamers,Business,49.22
2022-06-19,AI,Tesla T4,APAC,1462908.0,3101,Cloud Providers,Business,46.16
2022-06-19,Gaming,Tesla T4,North America,1048351.66,740,AI Researchers,Individual,32.35
2022-06-19,Gaming,RTX 3080,Europe,1510802.41,1100,Cloud Providers,Individual,45.33
2022-06-20,AI,RTX 3080,Middle East,79572.37,2501,AI Researchers,Individual,42.19
2022-06-20,Data Center,Quadro P2200,Europe,1316448.15,4596,Cloud Providers,Individual,65.99
2022-06-20,AI,Quadro P2200,Africa,728560.48,4392,Cloud Providers,Individual,46.47
2022-06-20,OEM,Tesla V100,South America,1022616.97,3414,Cloud Providers,Individual,41.24
2022-06-20,AI,Quadro P2200,North America,1389403.89,691,AI Researchers,Business,64.51
2022-06-21,Data Center,Tesla V100,Africa,1086197.79,2222,Educational Institutions,Individual,56.13
2022-06-21,AI,RTX 4090,South America,104959.06,3878,AI Researchers,Individual,33.94
2022-06-22,OEM,Quadro P2200,Middle East,471766.54,4580,Educational Institutions,Business,49.56
2022-06-22,Data Center,Tesla T4,APAC,108598.86,2737,Gamers,Business,69.96
2022-06-22,Data Center,Tesla T4,Africa,1262177.86,3835,Gamers,Individual,48.75
2022-06-22,Data Center,RTX 3080,APAC,730469.46,2561,Educational Institutions,Individual,49.05
2022-06-22,OEM,Quadro P2200,APAC,58330.8,3483,AI Researchers,Individual,57.67
2022-06-23,OEM,Quadro P2200,APAC,95944.27,4746,Cloud Providers,Business,50.66
2022-06-23,OEM,RTX 3080,Europe,1882960.46,4486,AI Researchers,Individual,37.22
2022-06-23,Gaming,Quadro P2200,South America,329289.73,4899,Educational Institutions,Individual,66.24
2022-06-23,Gaming,RTX 3080,Africa,1779519.75,3346,AI Researchers,Individual,56.8
2022-06-23,AI,RTX 4090,Africa,691569.77,4823,Educational Institutions,Business,39.19
2022-06-24,Data Center,Tesla T4,Africa,671145.81,3120,AI Researchers,Individual,36.07
2022-06-24,OEM,Tesla V100,Europe,1872564.95,2438,Gamers,Individual,57.0
2022-06-24,Data Center,RTX 3080,North America,1768461.15,491,Gamers,Individual,53.76
2022-06-24,OEM,Tesla T4,Middle East,1690719.33,4011,Educational Institutions,Individual,61.62
2022-06-24,OEM,Tesla T4,Middle East,1847323.29,3337,AI Researchers,Individual,68.93
2022-06-24,Gaming,RTX 4090,APAC,1751041.52,1466,Cloud Providers,Individual,36.24
2022-06-25,AI,Tesla T4,APAC,1370021.01,2005,Cloud Providers,Business,36.85
2022-06-25,Data Center,Tesla T4,South America,935458.69,3725,Cloud Providers,Individual,56.67
2022-06-25,Data Center,RTX 4090,South America,829330.27,200,Gamers,Individual,34.51
2022-06-25,Gaming,Tesla V100,Africa,362368.22,1304,Educational Institutions,Business,49.06
2022-06-26,AI,RTX 4090,Middle East,282072.76,2097,AI Researchers,Individual,64.88
